,Signal
2016-10-14 11:07:28.750,0.0
2016-10-14 11:07:29.000,0.0
2016-10-14 11:07:29.250,0.0
2016-10-14 11:07:29.500,0.0
2016-10-14 11:07:29.750,0.0
2016-10-14 11:07:30.000,1.0
2016-10-14 11:07:30.250,1.0
2016-10-14 11:07:30.500,1.0
2016-10-14 11:07:30.750,1.0
2016-10-14 11:07:31.000,1.0
2016-10-14 11:07:31.250,1.0
2016-10-14 11:07:31.500,1.0
2016-10-14 11:07:31.750,1.0
2016-10-14 11:07:32.000,1.0
2016-10-14 11:07:32.250,1.0
2016-10-14 11:07:32.500,1.0
2016-10-14 11:07:32.750,1.0
2016-10-14 11:07:33.000,1.0
2016-10-14 11:07:33.250,1.0
2016-10-14 11:07:33.500,1.0
2016-10-14 11:07:33.750,1.0
2016-10-14 11:07:34.000,0.0
2016-10-14 11:07:34.250,0.0
2016-10-14 11:07:34.500,0.0
2016-10-14 11:07:34.750,0.0
2016-10-14 11:07:35.000,0.0
2016-10-14 11:07:35.250,0.0
2016-10-14 11:07:35.500,0.0
2016-10-14 11:07:35.750,0.0
2016-10-14 11:07:36.000,0.0
2016-10-14 11:07:36.250,0.0
2016-10-14 11:07:36.500,0.0
2016-10-14 11:07:36.750,0.0
2016-10-14 11:07:37.000,0.0
2016-10-14 11:07:37.250,0.0
2016-10-14 11:07:37.500,0.0
2016-10-14 11:07:37.750,1.0
2016-10-14 11:07:38.000,1.0
2016-10-14 11:07:38.250,1.0
2016-10-14 11:07:38.500,1.0
2016-10-14 11:07:38.750,1.0
2016-10-14 11:07:39.000,1.0
2016-10-14 11:07:39.250,0.0
2016-10-14 11:07:39.500,0.0
2016-10-14 11:07:39.750,0.0
2016-10-14 11:07:40.000,0.0
2016-10-14 11:07:40.250,0.0
2016-10-14 11:07:40.500,0.0
2016-10-14 11:07:40.750,0.0
2016-10-14 11:07:41.000,0.0
2016-10-14 11:07:41.250,0.0
2016-10-14 11:07:41.500,0.0
2016-10-14 11:07:41.750,0.0
2016-10-14 11:07:42.000,0.0
2016-10-14 11:07:42.250,0.0
2016-10-14 11:07:42.500,0.0
2016-10-14 11:07:42.750,0.0
2016-10-14 11:07:43.000,0.0
2016-10-14 11:07:43.250,0.0
2016-10-14 11:07:43.500,1.0
2016-10-14 11:07:43.750,1.0
2016-10-14 11:07:44.000,1.0
2016-10-14 11:07:44.250,1.0
2016-10-14 11:07:44.500,0.0
2016-10-14 11:07:44.750,0.0
2016-10-14 11:07:45.000,0.0
2016-10-14 11:07:45.250,0.0
2016-10-14 11:07:45.500,0.0
2016-10-14 11:07:45.750,0.0
2016-10-14 11:07:46.000,0.0
2016-10-14 11:07:46.250,0.0
2016-10-14 11:07:46.500,0.0
2016-10-14 11:07:46.750,0.0
2016-10-14 11:07:47.000,0.0
2016-10-14 11:07:47.250,0.0
2016-10-14 11:07:47.500,0.0
2016-10-14 11:07:47.750,0.0
2016-10-14 11:07:48.000,0.0
2016-10-14 11:07:48.250,0.0
2016-10-14 11:07:48.500,0.0
2016-10-14 11:07:48.750,0.0
2016-10-14 11:07:49.000,0.0
2016-10-14 11:07:49.250,0.0
2016-10-14 11:07:49.500,0.0
2016-10-14 11:07:49.750,0.0
2016-10-14 11:07:50.000,0.0
2016-10-14 11:07:50.250,0.0
2016-10-14 11:07:50.500,0.0
2016-10-14 11:07:50.750,0.0
2016-10-14 11:07:51.000,0.0
2016-10-14 11:07:51.250,0.0
2016-10-14 11:07:51.500,0.0
2016-10-14 11:07:51.750,0.0
2016-10-14 11:07:52.000,0.0
2016-10-14 11:07:52.250,0.0
2016-10-14 11:07:52.500,0.0
2016-10-14 11:07:52.750,0.0
2016-10-14 11:07:53.000,0.0
2016-10-14 11:07:53.250,0.0
2016-10-14 11:07:53.500,0.0
2016-10-14 11:07:53.750,0.0
2016-10-14 11:07:54.000,0.0
2016-10-14 11:07:54.250,0.0
2016-10-14 11:07:54.500,0.0
2016-10-14 11:07:54.750,0.0
2016-10-14 11:07:55.000,0.0
2016-10-14 11:07:55.250,1.0
2016-10-14 11:07:55.500,1.0
2016-10-14 11:07:55.750,1.0
2016-10-14 11:07:56.000,1.0
2016-10-14 11:07:56.250,0.0
2016-10-14 11:07:56.500,0.0
2016-10-14 11:07:56.750,0.0
2016-10-14 11:07:57.000,0.0
2016-10-14 11:07:57.250,0.0
2016-10-14 11:07:57.500,1.0
2016-10-14 11:07:57.750,1.0
2016-10-14 11:07:58.000,1.0
2016-10-14 11:07:58.250,1.0
2016-10-14 11:07:58.500,1.0
2016-10-14 11:07:58.750,1.0
2016-10-14 11:07:59.000,0.0
2016-10-14 11:07:59.250,0.0
2016-10-14 11:07:59.500,0.0
2016-10-14 11:07:59.750,0.0
2016-10-14 11:08:00.000,0.0
2016-10-14 11:08:00.250,0.0
2016-10-14 11:08:00.500,0.0
2016-10-14 11:08:00.750,0.0
2016-10-14 11:08:01.000,0.0
2016-10-14 11:08:01.250,0.0
2016-10-14 11:08:01.500,0.0
2016-10-14 11:08:01.750,0.0
2016-10-14 11:08:02.000,0.0
2016-10-14 11:08:02.250,0.0
2016-10-14 11:08:02.500,0.0
2016-10-14 11:08:02.750,0.0
2016-10-14 11:08:03.000,0.0
2016-10-14 11:08:03.250,0.0
2016-10-14 11:08:03.500,0.0
2016-10-14 11:08:03.750,0.0
2016-10-14 11:08:04.000,0.0
2016-10-14 11:08:04.250,0.0
2016-10-14 11:08:04.500,0.0
2016-10-14 11:08:04.750,0.0
2016-10-14 11:08:05.000,0.0
2016-10-14 11:08:05.250,0.0
2016-10-14 11:08:05.500,0.0
2016-10-14 11:08:05.750,0.0
2016-10-14 11:08:06.000,0.0
2016-10-14 11:08:06.250,0.0
2016-10-14 11:08:06.500,0.0
2016-10-14 11:08:06.750,0.0
2016-10-14 11:08:07.000,0.0
2016-10-14 11:08:07.250,0.0
2016-10-14 11:08:07.500,0.0
2016-10-14 11:08:07.750,0.0
2016-10-14 11:08:08.000,0.0
2016-10-14 11:08:08.250,0.0
2016-10-14 11:08:08.500,0.0
2016-10-14 11:08:08.750,0.0
2016-10-14 11:08:09.000,0.0
2016-10-14 11:08:09.250,0.0
2016-10-14 11:08:09.500,0.0
2016-10-14 11:08:09.750,0.0
2016-10-14 11:08:10.000,0.0
2016-10-14 11:08:10.250,0.0
2016-10-14 11:08:10.500,0.0
2016-10-14 11:08:10.750,0.0
2016-10-14 11:08:11.000,0.0
2016-10-14 11:08:11.250,0.0
2016-10-14 11:08:11.500,0.0
2016-10-14 11:08:11.750,0.0
2016-10-14 11:08:12.000,0.0
2016-10-14 11:08:12.250,0.0
2016-10-14 11:08:12.500,1.0
2016-10-14 11:08:12.750,1.0
2016-10-14 11:08:13.000,1.0
2016-10-14 11:08:13.250,0.0
2016-10-14 11:08:13.500,0.0
2016-10-14 11:08:13.750,1.0
2016-10-14 11:08:14.000,1.0
2016-10-14 11:08:14.250,1.0
2016-10-14 11:08:14.500,1.0
2016-10-14 11:08:14.750,1.0
2016-10-14 11:08:15.000,1.0
2016-10-14 11:08:15.250,1.0
2016-10-14 11:08:15.500,1.0
2016-10-14 11:08:15.750,1.0
2016-10-14 11:08:16.000,1.0
2016-10-14 11:08:16.250,1.0
2016-10-14 11:08:16.500,0.0
2016-10-14 11:08:16.750,0.0
2016-10-14 11:08:17.000,0.0
2016-10-14 11:08:17.250,0.0
2016-10-14 11:08:17.500,0.0
2016-10-14 11:08:17.750,1.0
2016-10-14 11:08:18.000,1.0
2016-10-14 11:08:18.250,1.0
2016-10-14 11:08:18.500,0.0
2016-10-14 11:08:18.750,1.0
2016-10-14 11:08:19.000,1.0
2016-10-14 11:08:19.250,1.0
2016-10-14 11:08:19.500,1.0
2016-10-14 11:08:19.750,1.0
2016-10-14 11:08:20.000,1.0
2016-10-14 11:08:20.250,0.0
2016-10-14 11:08:20.500,0.0
2016-10-14 11:08:20.750,0.0
2016-10-14 11:08:21.000,0.0
2016-10-14 11:08:21.250,0.0
2016-10-14 11:08:21.500,0.0
2016-10-14 11:08:21.750,0.0
2016-10-14 11:08:22.000,0.0
2016-10-14 11:08:22.250,0.0
2016-10-14 11:08:22.500,0.0
2016-10-14 11:08:22.750,0.0
2016-10-14 11:08:23.000,0.0
2016-10-14 11:08:23.250,0.0
2016-10-14 11:08:23.500,0.0
2016-10-14 11:08:23.750,0.0
2016-10-14 11:08:24.000,0.0
2016-10-14 11:08:24.250,0.0
2016-10-14 11:08:24.500,0.0
2016-10-14 11:08:24.750,0.0
2016-10-14 11:08:25.000,0.0
2016-10-14 11:08:25.250,0.0
2016-10-14 11:08:25.500,1.0
2016-10-14 11:08:25.750,1.0
2016-10-14 11:08:26.000,1.0
2016-10-14 11:08:26.250,0.0
2016-10-14 11:08:26.500,0.0
2016-10-14 11:08:26.750,0.0
2016-10-14 11:08:27.000,0.0
2016-10-14 11:08:27.250,0.0
2016-10-14 11:08:27.500,0.0
2016-10-14 11:08:27.750,0.0
2016-10-14 11:08:28.000,0.0
2016-10-14 11:08:28.250,0.0
2016-10-14 11:08:28.500,0.0
2016-10-14 11:08:28.750,0.0
2016-10-14 11:08:29.000,0.0
2016-10-14 11:08:29.250,0.0
2016-10-14 11:08:29.500,1.0
2016-10-14 11:08:29.750,0.0
2016-10-14 11:08:30.000,0.0
2016-10-14 11:08:30.250,0.0
2016-10-14 11:08:30.500,0.0
2016-10-14 11:08:30.750,0.0
2016-10-14 11:08:31.000,0.0
2016-10-14 11:08:31.250,1.0
2016-10-14 11:08:31.500,1.0
2016-10-14 11:08:31.750,1.0
2016-10-14 11:08:32.000,0.0
2016-10-14 11:08:32.250,0.0
2016-10-14 11:08:32.500,0.0
2016-10-14 11:08:32.750,0.0
2016-10-14 11:08:33.000,1.0
2016-10-14 11:08:33.250,1.0
2016-10-14 11:08:33.500,1.0
2016-10-14 11:08:33.750,1.0
2016-10-14 11:08:34.000,1.0
2016-10-14 11:08:34.250,1.0
2016-10-14 11:08:34.500,0.0
2016-10-14 11:08:34.750,1.0
2016-10-14 11:08:35.000,1.0
2016-10-14 11:08:35.250,1.0
2016-10-14 11:08:35.500,1.0
2016-10-14 11:08:35.750,0.0
2016-10-14 11:08:36.000,0.0
2016-10-14 11:08:36.250,0.0
2016-10-14 11:08:36.500,0.0
2016-10-14 11:08:36.750,0.0
2016-10-14 11:08:37.000,0.0
2016-10-14 11:08:37.250,0.0
2016-10-14 11:08:37.500,0.0
2016-10-14 11:08:37.750,0.0
2016-10-14 11:08:38.000,0.0
2016-10-14 11:08:38.250,0.0
2016-10-14 11:08:38.500,0.0
2016-10-14 11:08:38.750,0.0
2016-10-14 11:08:39.000,0.0
2016-10-14 11:08:39.250,0.0
2016-10-14 11:08:39.500,0.0
2016-10-14 11:08:39.750,0.0
2016-10-14 11:08:40.000,0.0
2016-10-14 11:08:40.250,0.0
2016-10-14 11:08:40.500,0.0
2016-10-14 11:08:40.750,0.0
2016-10-14 11:08:41.000,0.0
2016-10-14 11:08:41.250,0.0
2016-10-14 11:08:41.500,0.0
2016-10-14 11:08:41.750,0.0
2016-10-14 11:08:42.000,0.0
2016-10-14 11:08:42.250,0.0
2016-10-14 11:08:42.500,0.0
2016-10-14 11:08:42.750,0.0
2016-10-14 11:08:43.000,0.0
2016-10-14 11:08:43.250,0.0
2016-10-14 11:08:43.500,0.0
2016-10-14 11:08:43.750,0.0
2016-10-14 11:08:44.000,0.0
2016-10-14 11:08:44.250,0.0
2016-10-14 11:08:44.500,0.0
2016-10-14 11:08:44.750,0.0
2016-10-14 11:08:45.000,0.0
2016-10-14 11:08:45.250,0.0
2016-10-14 11:08:45.500,0.0
2016-10-14 11:08:45.750,0.0
2016-10-14 11:08:46.000,0.0
2016-10-14 11:08:46.250,0.0
2016-10-14 11:08:46.500,0.0
2016-10-14 11:08:46.750,0.0
2016-10-14 11:08:47.000,0.0
2016-10-14 11:08:47.250,1.0
2016-10-14 11:08:47.500,1.0
2016-10-14 11:08:47.750,1.0
2016-10-14 11:08:48.000,1.0
2016-10-14 11:08:48.250,0.0
2016-10-14 11:08:48.500,0.0
2016-10-14 11:08:48.750,0.0
2016-10-14 11:08:49.000,0.0
2016-10-14 11:08:49.250,0.0
2016-10-14 11:08:49.500,0.0
2016-10-14 11:08:49.750,0.0
2016-10-14 11:08:50.000,0.0
2016-10-14 11:08:50.250,0.0
2016-10-14 11:08:50.500,0.0
2016-10-14 11:08:50.750,0.0
2016-10-14 11:08:51.000,0.0
2016-10-14 11:08:51.250,0.0
2016-10-14 11:08:51.500,0.0
2016-10-14 11:08:51.750,0.0
2016-10-14 11:08:52.000,0.0
2016-10-14 11:08:52.250,0.0
2016-10-14 11:08:52.500,0.0
2016-10-14 11:08:52.750,0.0
2016-10-14 11:08:53.000,0.0
2016-10-14 11:08:53.250,0.0
2016-10-14 11:08:53.500,0.0
2016-10-14 11:08:53.750,0.0
2016-10-14 11:08:54.000,0.0
2016-10-14 11:08:54.250,0.0
2016-10-14 11:08:54.500,0.0
2016-10-14 11:08:54.750,0.0
2016-10-14 11:08:55.000,0.0
2016-10-14 11:08:55.250,0.0
2016-10-14 11:08:55.500,0.0
2016-10-14 11:08:55.750,0.0
2016-10-14 11:08:56.000,0.0
2016-10-14 11:08:56.250,1.0
2016-10-14 11:08:56.500,0.0
2016-10-14 11:08:56.750,0.0
2016-10-14 11:08:57.000,0.0
2016-10-14 11:08:57.250,0.0
2016-10-14 11:08:57.500,0.0
2016-10-14 11:08:57.750,0.0
2016-10-14 11:08:58.000,0.0
2016-10-14 11:08:58.250,0.0
2016-10-14 11:08:58.500,0.0
2016-10-14 11:08:58.750,0.0
2016-10-14 11:08:59.000,0.0
2016-10-14 11:08:59.250,0.0
2016-10-14 11:08:59.500,0.0
2016-10-14 11:08:59.750,0.0
2016-10-14 11:09:00.000,1.0
2016-10-14 11:09:00.250,1.0
2016-10-14 11:09:00.500,1.0
2016-10-14 11:09:00.750,1.0
2016-10-14 11:09:01.000,0.0
2016-10-14 11:09:01.250,0.0
2016-10-14 11:09:01.500,0.0
2016-10-14 11:09:01.750,0.0
2016-10-14 11:09:02.000,0.0
2016-10-14 11:09:02.250,0.0
2016-10-14 11:09:02.500,0.0
2016-10-14 11:09:02.750,0.0
2016-10-14 11:09:03.000,0.0
2016-10-14 11:09:03.250,0.0
2016-10-14 11:09:03.500,0.0
2016-10-14 11:09:03.750,0.0
2016-10-14 11:09:04.000,0.0
2016-10-14 11:09:04.250,0.0
2016-10-14 11:09:04.500,0.0
2016-10-14 11:09:04.750,0.0
2016-10-14 11:09:05.000,0.0
2016-10-14 11:09:05.250,0.0
2016-10-14 11:09:05.500,0.0
2016-10-14 11:09:05.750,1.0
2016-10-14 11:09:06.000,1.0
2016-10-14 11:09:06.250,0.0
2016-10-14 11:09:06.500,0.0
2016-10-14 11:09:06.750,0.0
2016-10-14 11:09:07.000,0.0
2016-10-14 11:09:07.250,0.0
2016-10-14 11:09:07.500,0.0
2016-10-14 11:09:07.750,0.0
2016-10-14 11:09:08.000,0.0
2016-10-14 11:09:08.250,0.0
2016-10-14 11:09:08.500,0.0
2016-10-14 11:09:08.750,0.0
2016-10-14 11:09:09.000,0.0
2016-10-14 11:09:09.250,0.0
2016-10-14 11:09:09.500,0.0
2016-10-14 11:09:09.750,0.0
2016-10-14 11:09:10.000,0.0
2016-10-14 11:09:10.250,0.0
2016-10-14 11:09:10.500,0.0
2016-10-14 11:09:10.750,0.0
2016-10-14 11:09:11.000,0.0
2016-10-14 11:09:11.250,0.0
2016-10-14 11:09:11.500,0.0
2016-10-14 11:09:11.750,0.0
2016-10-14 11:09:12.000,0.0
2016-10-14 11:09:12.250,0.0
2016-10-14 11:09:12.500,0.0
2016-10-14 11:09:12.750,0.0
2016-10-14 11:09:13.000,0.0
2016-10-14 11:09:13.250,0.0
2016-10-14 11:09:13.500,0.0
2016-10-14 11:09:13.750,0.0
2016-10-14 11:09:14.000,0.0
2016-10-14 11:09:14.250,0.0
2016-10-14 11:09:14.500,0.0
2016-10-14 11:09:14.750,0.0
2016-10-14 11:09:15.000,0.0
2016-10-14 11:09:15.250,0.0
2016-10-14 11:09:15.500,0.0
2016-10-14 11:09:15.750,0.0
2016-10-14 11:09:16.000,0.0
2016-10-14 11:09:16.250,0.0
2016-10-14 11:09:16.500,0.0
2016-10-14 11:09:16.750,0.0
2016-10-14 11:09:17.000,0.0
2016-10-14 11:09:17.250,0.0
2016-10-14 11:09:17.500,0.0
2016-10-14 11:09:17.750,0.0
2016-10-14 11:09:18.000,0.0
2016-10-14 11:09:18.250,0.0
2016-10-14 11:09:18.500,0.0
2016-10-14 11:09:18.750,0.0
2016-10-14 11:09:19.000,0.0
2016-10-14 11:09:19.250,0.0
2016-10-14 11:09:19.500,0.0
2016-10-14 11:09:19.750,0.0
2016-10-14 11:09:20.000,0.0
2016-10-14 11:09:20.250,0.0
2016-10-14 11:09:20.500,0.0
2016-10-14 11:09:20.750,0.0
2016-10-14 11:09:21.000,0.0
2016-10-14 11:09:21.250,0.0
2016-10-14 11:09:21.500,0.0
2016-10-14 11:09:21.750,0.0
2016-10-14 11:09:22.000,0.0
2016-10-14 11:09:22.250,0.0
2016-10-14 11:09:22.500,0.0
2016-10-14 11:09:22.750,0.0
2016-10-14 11:09:23.000,0.0
2016-10-14 11:09:23.250,0.0
2016-10-14 11:09:23.500,0.0
2016-10-14 11:09:23.750,0.0
2016-10-14 11:09:24.000,0.0
2016-10-14 11:09:24.250,0.0
2016-10-14 11:09:24.500,0.0
2016-10-14 11:09:24.750,0.0
2016-10-14 11:09:25.000,1.0
2016-10-14 11:09:25.250,1.0
2016-10-14 11:09:25.500,1.0
2016-10-14 11:09:25.750,0.0
2016-10-14 11:09:26.000,0.0
2016-10-14 11:09:26.250,0.0
2016-10-14 11:09:26.500,0.0
2016-10-14 11:09:26.750,0.0
2016-10-14 11:09:27.000,0.0
2016-10-14 11:09:27.250,0.0
2016-10-14 11:09:27.500,0.0
2016-10-14 11:09:27.750,0.0
2016-10-14 11:09:28.000,0.0
2016-10-14 11:09:28.250,1.0
2016-10-14 11:09:28.500,1.0
2016-10-14 11:09:28.750,1.0
2016-10-14 11:09:29.000,1.0
2016-10-14 11:09:29.250,0.0
2016-10-14 11:09:29.500,0.0
2016-10-14 11:09:29.750,0.0
2016-10-14 11:09:30.000,0.0
2016-10-14 11:09:30.250,0.0
2016-10-14 11:09:30.500,0.0
2016-10-14 11:09:30.750,0.0
2016-10-14 11:09:31.000,0.0
2016-10-14 11:09:31.250,0.0
2016-10-14 11:09:31.500,0.0
2016-10-14 11:09:31.750,0.0
2016-10-14 11:09:32.000,0.0
2016-10-14 11:09:32.250,0.0
2016-10-14 11:09:32.500,0.0
2016-10-14 11:09:32.750,0.0
2016-10-14 11:09:33.000,0.0
2016-10-14 11:09:33.250,0.0
2016-10-14 11:09:33.500,0.0
2016-10-14 11:09:33.750,0.0
2016-10-14 11:09:34.000,0.0
2016-10-14 11:09:34.250,0.0
2016-10-14 11:09:34.500,0.0
2016-10-14 11:09:34.750,0.0
2016-10-14 11:09:35.000,0.0
2016-10-14 11:09:35.250,0.0
2016-10-14 11:09:35.500,0.0
2016-10-14 11:09:35.750,0.0
2016-10-14 11:09:36.000,0.0
2016-10-14 11:09:36.250,0.0
2016-10-14 11:09:36.500,0.0
2016-10-14 11:09:36.750,0.0
2016-10-14 11:09:37.000,0.0
2016-10-14 11:09:37.250,0.0
2016-10-14 11:09:37.500,0.0
2016-10-14 11:09:37.750,0.0
2016-10-14 11:09:38.000,0.0
2016-10-14 11:09:38.250,0.0
2016-10-14 11:09:38.500,0.0
2016-10-14 11:09:38.750,0.0
2016-10-14 11:09:39.000,0.0
2016-10-14 11:09:39.250,0.0
2016-10-14 11:09:39.500,0.0
2016-10-14 11:09:39.750,0.0
2016-10-14 11:09:40.000,0.0
2016-10-14 11:09:40.250,0.0
2016-10-14 11:09:40.500,0.0
2016-10-14 11:09:40.750,0.0
2016-10-14 11:09:41.000,0.0
2016-10-14 11:09:41.250,0.0
2016-10-14 11:09:41.500,0.0
2016-10-14 11:09:41.750,0.0
2016-10-14 11:09:42.000,0.0
2016-10-14 11:09:42.250,0.0
2016-10-14 11:09:42.500,0.0
2016-10-14 11:09:42.750,0.0
2016-10-14 11:09:43.000,1.0
2016-10-14 11:09:43.250,1.0
2016-10-14 11:09:43.500,0.0
2016-10-14 11:09:43.750,0.0
2016-10-14 11:09:44.000,0.0
2016-10-14 11:09:44.250,0.0
2016-10-14 11:09:44.500,0.0
2016-10-14 11:09:44.750,0.0
2016-10-14 11:09:45.000,0.0
2016-10-14 11:09:45.250,0.0
2016-10-14 11:09:45.500,0.0
2016-10-14 11:09:45.750,0.0
2016-10-14 11:09:46.000,0.0
2016-10-14 11:09:46.250,0.0
2016-10-14 11:09:46.500,0.0
2016-10-14 11:09:46.750,0.0
2016-10-14 11:09:47.000,0.0
2016-10-14 11:09:47.250,0.0
2016-10-14 11:09:47.500,0.0
2016-10-14 11:09:47.750,0.0
2016-10-14 11:09:48.000,0.0
2016-10-14 11:09:48.250,0.0
2016-10-14 11:09:48.500,0.0
2016-10-14 11:09:48.750,0.0
2016-10-14 11:09:49.000,0.0
2016-10-14 11:09:49.250,0.0
2016-10-14 11:09:49.500,0.0
2016-10-14 11:09:49.750,0.0
2016-10-14 11:09:50.000,0.0
2016-10-14 11:09:50.250,0.0
2016-10-14 11:09:50.500,0.0
2016-10-14 11:09:50.750,0.0
2016-10-14 11:09:51.000,0.0
2016-10-14 11:09:51.250,0.0
2016-10-14 11:09:51.500,0.0
2016-10-14 11:09:51.750,0.0
2016-10-14 11:09:52.000,1.0
2016-10-14 11:09:52.250,1.0
2016-10-14 11:09:52.500,0.0
2016-10-14 11:09:52.750,0.0
2016-10-14 11:09:53.000,0.0
2016-10-14 11:09:53.250,0.0
2016-10-14 11:09:53.500,0.0
2016-10-14 11:09:53.750,0.0
2016-10-14 11:09:54.000,0.0
2016-10-14 11:09:54.250,0.0
2016-10-14 11:09:54.500,0.0
2016-10-14 11:09:54.750,0.0
2016-10-14 11:09:55.000,0.0
2016-10-14 11:09:55.250,0.0
2016-10-14 11:09:55.500,0.0
2016-10-14 11:09:55.750,1.0
2016-10-14 11:09:56.000,1.0
2016-10-14 11:09:56.250,1.0
2016-10-14 11:09:56.500,1.0
2016-10-14 11:09:56.750,1.0
2016-10-14 11:09:57.000,1.0
2016-10-14 11:09:57.250,1.0
2016-10-14 11:09:57.500,0.0
2016-10-14 11:09:57.750,0.0
2016-10-14 11:09:58.000,0.0
2016-10-14 11:09:58.250,0.0
2016-10-14 11:09:58.500,0.0
2016-10-14 11:09:58.750,0.0
2016-10-14 11:09:59.000,0.0
2016-10-14 11:09:59.250,0.0
2016-10-14 11:09:59.500,0.0
2016-10-14 11:09:59.750,0.0
2016-10-14 11:10:00.000,0.0
2016-10-14 11:10:00.250,0.0
2016-10-14 11:10:00.500,0.0
2016-10-14 11:10:00.750,0.0
2016-10-14 11:10:01.000,0.0
2016-10-14 11:10:01.250,0.0
2016-10-14 11:10:01.500,0.0
2016-10-14 11:10:01.750,0.0
2016-10-14 11:10:02.000,0.0
2016-10-14 11:10:02.250,0.0
2016-10-14 11:10:02.500,0.0
2016-10-14 11:10:02.750,1.0
2016-10-14 11:10:03.000,1.0
2016-10-14 11:10:03.250,0.0
2016-10-14 11:10:03.500,0.0
2016-10-14 11:10:03.750,0.0
2016-10-14 11:10:04.000,0.0
2016-10-14 11:10:04.250,0.0
2016-10-14 11:10:04.500,0.0
2016-10-14 11:10:04.750,0.0
2016-10-14 11:10:05.000,0.0
2016-10-14 11:10:05.250,0.0
2016-10-14 11:10:05.500,0.0
2016-10-14 11:10:05.750,0.0
2016-10-14 11:10:06.000,0.0
2016-10-14 11:10:06.250,0.0
2016-10-14 11:10:06.500,0.0
2016-10-14 11:10:06.750,0.0
2016-10-14 11:10:07.000,0.0
2016-10-14 11:10:07.250,0.0
2016-10-14 11:10:07.500,0.0
2016-10-14 11:10:07.750,0.0
2016-10-14 11:10:08.000,0.0
2016-10-14 11:10:08.250,0.0
2016-10-14 11:10:08.500,0.0
2016-10-14 11:10:08.750,0.0
2016-10-14 11:10:09.000,0.0
2016-10-14 11:10:09.250,0.0
2016-10-14 11:10:09.500,0.0
2016-10-14 11:10:09.750,0.0
2016-10-14 11:10:10.000,1.0
2016-10-14 11:10:10.250,1.0
2016-10-14 11:10:10.500,1.0
2016-10-14 11:10:10.750,1.0
2016-10-14 11:10:11.000,1.0
2016-10-14 11:10:11.250,1.0
2016-10-14 11:10:11.500,0.0
2016-10-14 11:10:11.750,0.0
2016-10-14 11:10:12.000,0.0
2016-10-14 11:10:12.250,0.0
2016-10-14 11:10:12.500,0.0
2016-10-14 11:10:12.750,0.0
2016-10-14 11:10:13.000,0.0
2016-10-14 11:10:13.250,0.0
2016-10-14 11:10:13.500,0.0
2016-10-14 11:10:13.750,0.0
2016-10-14 11:10:14.000,0.0
2016-10-14 11:10:14.250,0.0
2016-10-14 11:10:14.500,0.0
2016-10-14 11:10:14.750,0.0
2016-10-14 11:10:15.000,0.0
2016-10-14 11:10:15.250,0.0
2016-10-14 11:10:15.500,0.0
2016-10-14 11:10:15.750,0.0
2016-10-14 11:10:16.000,0.0
2016-10-14 11:10:16.250,0.0
2016-10-14 11:10:16.500,0.0
2016-10-14 11:10:16.750,0.0
2016-10-14 11:10:17.000,0.0
2016-10-14 11:10:17.250,0.0
2016-10-14 11:10:17.500,0.0
2016-10-14 11:10:17.750,0.0
2016-10-14 11:10:18.000,0.0
2016-10-14 11:10:18.250,0.0
2016-10-14 11:10:18.500,0.0
2016-10-14 11:10:18.750,0.0
2016-10-14 11:10:19.000,0.0
2016-10-14 11:10:19.250,0.0
2016-10-14 11:10:19.500,0.0
2016-10-14 11:10:19.750,0.0
2016-10-14 11:10:20.000,0.0
2016-10-14 11:10:20.250,0.0
2016-10-14 11:10:20.500,0.0
2016-10-14 11:10:20.750,0.0
2016-10-14 11:10:21.000,0.0
2016-10-14 11:10:21.250,0.0
2016-10-14 11:10:21.500,0.0
2016-10-14 11:10:21.750,0.0
2016-10-14 11:10:22.000,0.0
2016-10-14 11:10:22.250,0.0
2016-10-14 11:10:22.500,0.0
2016-10-14 11:10:22.750,0.0
2016-10-14 11:10:23.000,0.0
2016-10-14 11:10:23.250,0.0
2016-10-14 11:10:23.500,0.0
2016-10-14 11:10:23.750,0.0
2016-10-14 11:10:24.000,0.0
2016-10-14 11:10:24.250,0.0
2016-10-14 11:10:24.500,0.0
2016-10-14 11:10:24.750,0.0
2016-10-14 11:10:25.000,0.0
2016-10-14 11:10:25.250,0.0
2016-10-14 11:10:25.500,0.0
2016-10-14 11:10:25.750,0.0
2016-10-14 11:10:26.000,0.0
2016-10-14 11:10:26.250,0.0
2016-10-14 11:10:26.500,0.0
2016-10-14 11:10:26.750,0.0
2016-10-14 11:10:27.000,0.0
2016-10-14 11:10:27.250,0.0
2016-10-14 11:10:27.500,0.0
2016-10-14 11:10:27.750,0.0
2016-10-14 11:10:28.000,0.0
2016-10-14 11:10:28.250,0.0
2016-10-14 11:10:28.500,0.0
2016-10-14 11:10:28.750,0.0
2016-10-14 11:10:29.000,0.0
2016-10-14 11:10:29.250,0.0
2016-10-14 11:10:29.500,0.0
2016-10-14 11:10:29.750,0.0
2016-10-14 11:10:30.000,0.0
2016-10-14 11:10:30.250,0.0
2016-10-14 11:10:30.500,0.0
2016-10-14 11:10:30.750,1.0
2016-10-14 11:10:31.000,1.0
2016-10-14 11:10:31.250,0.0
2016-10-14 11:10:31.500,0.0
2016-10-14 11:10:31.750,0.0
2016-10-14 11:10:32.000,0.0
2016-10-14 11:10:32.250,0.0
2016-10-14 11:10:32.500,0.0
